X,Y,Z,item,pagerank,chosen
-6.738285,-7.9966707,-7.9966707,everyscape,0.00014383205992447108,0.0
-6.8251195,-8.078458,-8.078458,snapchat,0.0008397236741286769,0.0
-1.6893688,10.395094,10.395094,white point,0.001330771328819208,0.0
-8.181402,-12.113793,-12.113793,online identity,0.0012749579348319269,0.0
-8.2799425,-1.7775366,-1.7775366,finite element machine,0.0024723511253156054,0.0
18.243929,-1.979008,-1.979008,modal realism,0.00014383205992447108,0.0
-13.370271,8.274651,8.274651,eyeglass prescription,0.0007663008703534238,0.0
15.560811,2.8127944,2.8127944,spindle neuron,0.00036401008877837924,0.0
6.3994565,1.8609222,1.8609222,concept,0.0009770793010834297,0.0
-12.230359,8.792552,8.792552,ocular neurosis,0.0004452833314937749,0.0
-1.0231056,-4.165088,-4.165088,computational cognition,0.0010457088848707507,0.0
-13.946364,-7.594166,-7.594166,human factors and ergonomics,0.00014727287740375566,0.0
5.581431,8.286109,8.286109,pareidolia,0.0054314277223059294,0.0
-8.871998,5.271911,5.271911,akinetopsia,0.00014727287740375566,0.0
17.646107,-2.3322828,-2.3322828,conceptual blending,0.0006643788380121492,0.0
-11.650156,-0.03229081,-0.03229081,adaptive optics,0.00014148310356357704,0.0
-8.532631,-0.62206864,-0.62206864,biological neural network,0.0002488623553054126,0.0
-6.291966,1.4243227,1.4243227,structural analysis,0.00014148310356357704,0.0
16.001638,4.618819,4.618819,metaphilosophy,0.00022515500143963768,0.0
7.275072,-9.412083,-9.412083,operations research,0.0003163229667091755,0.0
-12.814615,4.152842,4.152842,visual impairment,0.00014148310356357704,0.0
7.5969267,7.92408,7.92408,social cognitive theory,0.0007869046616675071,0.0
15.129434,-0.35108405,-0.35108405,primate cognition,0.00014148310356357704,0.0
9.393636,-0.72854346,-0.72854346,behavioural genetics,0.00014148310356357704,0.0
18.351002,3.6271994,3.6271994,intersubjectivity,0.00014148310356357704,0.0
-7.7305646,-7.9129643,-7.9129643,hasan m. elahi,0.00014148310356357704,0.0
15.453538,4.9739833,4.9739833,interpretation (philosophy),0.00022515500143963768,0.0
-6.2912664,-2.6064615,-2.6064615,finite volume method for unsteady flow,0.00014148310356357704,0.0
-7.3558297,-8.766609,-8.766609,justin.tv,0.00014148310356357704,0.0
-1.7500528,1.2001419,1.2001419,fisher kernel,0.00014148310356357704,0.0
0.9409897,8.765713,8.765713,hermann friedmann,0.00014148310356357704,0.0
-9.00976,-3.792065,-3.792065,scattering-matrix method,0.00014148310356357704,0.0
-8.954188,-3.979875,-3.979875,eigenmode expansion,0.00014148310356357704,0.0
2.0236442,12.368855,12.368855,somatosensory amplification,0.00014148310356357704,0.0
1.1071804,-3.402048,-3.402048,motor imagery,0.00014148310356357704,0.0
4.629758,-7.921923,-7.921923,cognitive interventions,0.00014148310356357704,0.0
9.135061,-2.4696264,-2.4696264,metaphors we live by,0.00016169190035088474,0.0
18.535387,-2.2024562,-2.2024562,epistemological realism,0.00016169190035088474,0.0
-1.1656001,-6.106173,-6.106173,gradient descent,0.00016169190035088474,0.0
-7.277716,-8.074796,-8.074796,ustream,0.00017549808812720563,0.0
-7.532746,-7.8507814,-7.8507814,live streaming,0.00017549808812720563,0.0
2.9626327,4.49772,4.49772,budapest reference connectome,0.00017549808812720563,0.0
8.235749,-0.4506168,-0.4506168,mental rotation,0.00017549808812720563,0.0
18.093327,-2.1639645,-2.1639645,problem of future contingents,0.00017549808812720563,0.0
-19.670324,3.6049829,3.6049829,recorded future,0.00017549808812720563,0.0
-4.0592546,-2.6744049,-2.6744049,stochastic parrot,0.00017549808812720563,0.0
4.5735893,-1.685391,-1.685391,music therapy,0.00017549808812720563,0.0
-7.4260516,-7.959795,-7.959795,activity stream,0.00017549808812720563,0.0
7.93512,2.2495406,2.2495406,sociobiology,0.00017549808812720563,0.0
-7.9590197,-16.085789,-16.085789,edge computing,0.00017549808812720563,0.0
-6.488282,-9.040695,-9.040695,gps watch,0.00017549808812720563,0.0
8.221985,-11.264682,-11.264682,secretary problem,0.00017549808812720563,0.0
2.107132,-16.661028,-16.661028,uncanny valley,0.00017549808812720563,0.0
-17.323608,5.263833,5.263833,fovea centralis,0.00017549808812720563,0.0
-8.054265,17.025543,17.025543,eyespot apparatus,0.00017549808812720563,0.0
17.067057,5.559265,5.559265,anekantavada,0.00017549808812720563,0.0
1.5584211,-3.734007,-3.734007,autoencoder,0.00017549808812720563,0.0
-7.382325,-8.452434,-8.452434,federated identity,0.00017549808812720563,0.0
-4.176429,-8.280131,-8.280131,stereoscopy,0.00017549808812720563,0.0
6.3968754,-9.219553,-9.219553,reliability theory of aging and longevity,0.00017549808812720563,0.0
12.235298,4.6812253,4.6812253,baddeley's model of working memory,0.00017549808812720563,0.0
-7.499279,16.341417,16.341417,metamaterial absorber,0.00017549808812720563,0.0
8.393611,2.3499622,2.3499622,biocultural evolution,0.00017549808812720563,0.0
7.296096,8.268335,8.268335,social intelligence,0.00017549808812720563,0.0
-5.464809,3.0811472,3.0811472,synfig,0.00017549808812720563,0.0
-19.25595,4.464045,4.464045,screen reading,0.00017549808812720563,0.0
-11.09062,-0.8002208,-0.8002208,wayfinding,0.00017549808812720563,0.0
-0.8860556,-14.428922,-14.428922,fitness app,0.00017549808812720563,0.0
-9.860183,-0.9760974,-0.9760974,3d sound localization,0.00017549808812720563,0.0
11.503661,6.5017695,6.5017695,conduction aphasia,0.00017549808812720563,0.0
2.077601,7.621521,7.621521,rudolf arnheim,0.00017549808812720563,0.0
-11.3005905,1.1398119,1.1398119,tamil keyboard,0.00017549808812720563,0.0
15.069088,-5.7337008,-5.7337008,the emotion machine,0.00017549808812720563,0.0
4.3248525,-0.3519289,-0.3519289,design of experiments,0.00017549808812720563,0.0
-8.906688,4.1789064,4.1789064,gaussian function,0.00017470931208086673,0.0
-13.241557,-0.27038252,-0.27038252,smartdust,0.00017470931208086673,0.0
-6.057848,1.8299992,1.8299992,riddoch syndrome,0.00026462828671454695,0.0
-2.2833512,0.90439826,0.90439826,polynomial kernel,0.00015294303391193975,0.0
-7.329113,-8.701986,-8.701986,if i can dream (web series),0.00015294303391193975,0.0
-13.737972,9.422967,9.422967,visual neuroscience,0.00015294303391193975,0.0
-2.4033532,1.0119152,1.0119152,kernel trick,0.00015294303391193975,0.0
18.229982,1.4928402,1.4928402,internal realism,0.00017532906002237905,0.0
8.357354,11.577838,11.577838,nafs,0.00017532906002237905,0.0
7.4259615,9.571274,9.571274,conceptual graph,0.00017532906002237905,0.0
0.30990955,-2.7609036,-2.7609036,catastrophic interference,0.00017532906002237905,0.0
8.15204,-1.0052807,-1.0052807,mental operations,0.00017532906002237905,0.0
-1.2037594,0.070664026,0.070664026,retinomorphic sensor,0.00017532906002237905,0.0
0.01645228,5.2296305,5.2296305,cache language model,0.00015725765838837727,0.0
-7.805019,11.113418,11.113418,myopia,0.00015725765838837727,0.0
-7.011201,-8.120151,-8.120151,fly on the wall,0.00015725765838837727,0.0
-13.437607,9.591761,9.591761,college of optometrists in vision development,0.0002541898103586817,0.0
7.7020307,2.8778203,2.8778203,speech recognition,0.00020273403308854464,0.0
-5.219945,-5.553765,-5.553765,finite difference methods for option pricing,0.00020273403308854464,0.0
-7.978218,14.036888,14.036888,emission theory (vision),0.00020273403308854464,0.0
-7.606698,-7.836758,-7.836758,sophie calle,0.00020273403308854464,0.0
9.636135,-13.509936,-13.509936,wetware computer,0.00020273403308854464,0.0
-12.839023,4.385167,4.385167,optical mouse,0.00020273403308854464,0.0
-10.203979,2.8154733,2.8154733,image derivative,0.00020273403308854464,0.0
-7.620315,0.6601438,0.6601438,morphological image processing,0.00020273403308854464,0.0
0.93475443,11.71619,11.71619,monochromacy,0.00030539758322620345,0.0
7.549474,-10.825973,-10.825973,neurodegenerative disease,0.00020273403308854464,0.0
-12.183315,12.121776,12.121776,american academy of ophthalmology,0.00020273403308854464,0.0
9.574929,-3.2831707,-3.2831707,theory-ladenness,0.00020273403308854464,0.0
6.52643,16.070778,16.070778,early left anterior negativity,0.00016715919216565362,0.0
16.820213,4.0874557,4.0874557,calvinist,0.000289623431578715,0.0
12.559108,1.5807776,1.5807776,evolutionary epistemology,0.00016715919216565362,0.0
1.9634707,-11.145414,-11.145414,cognitive style,0.00016715919216565362,0.0
-14.802587,-1.0538781,-1.0538781,artificial intelligence for video surveillance,0.00016715919216565362,0.0
9.881467,-4.3122306,-4.3122306,practopoiesis,0.0001516991826973188,0.0
0.9837433,7.436931,7.436931,rgba color model,0.0001516991826973188,0.0
16.985981,3.5187259,3.5187259,pancritical rationalism,0.000792667819690339,0.0
8.757926,-1.8383476,-1.8383476,noumenon,0.0015845639215563122,0.0
15.666194,4.8583703,4.8583703,glossary of philosophy,0.0001516991826973188,0.0
10.485252,7.0701995,7.0701995,lists of language disorders,0.0001516991826973188,0.0
-1.4253466,-7.1509156,-7.1509156,richardson extrapolation,0.0001516991826973188,0.0
-12.963867,4.316325,4.316325,range imaging,0.0001516991826973188,0.0
-11.848934,13.304742,13.304742,eye surgery,0.0001516991826973188,0.0
7.0387235,17.088556,17.088556,identity cards act 2006,0.00017367133150611154,0.0
-5.48988,-3.2478256,-3.2478256,mit general circulation model,0.00017367133150611154,0.0
-1.3291123,-5.4531913,-5.4531913,numerical integration,0.00017367133150611154,0.0
-3.5947661,1.8232224,1.8232224,visual memory,0.00017367133150611154,0.0
-1.781286,8.101049,8.101049,closed-eye hallucination,0.00017367133150611154,0.0
17.059164,0.25002092,0.25002092,social constructionism,0.00017367133150611154,0.0
6.7595477,4.5220695,4.5220695,media richness theory,0.00017367133150611154,0.0
-17.883146,4.1935863,4.1935863,convergence micropsia,0.00017367133150611154,0.0
-2.1953409,2.2510438,2.2510438,peripheral drift illusion,0.00016777629634024695,0.0
18.42776,-1.8574713,-1.8574713,truth-value link realism,0.00016777629634024695,0.0
-11.494636,12.144927,12.144927,copiale cipher,0.00016777629634024695,0.0
-10.955296,9.554503,9.554503,irlen syndrome,0.00016777629634024695,0.0
1.8746433,0.57782954,0.57782954,bayesian experimental design,0.00016777629634024695,0.0
-4.1700263,-8.657095,-8.657095,head-up display,0.00016777629634024695,0.0
-5.3737855,-5.3108606,-5.3108606,finite difference,0.00016777629634024695,0.0
-10.967941,-10.949895,-10.949895,light,0.00016777629634024695,0.0
-0.124326356,-4.812835,-4.812835,applications of artificial intelligence,0.00016777629634024695,0.0
7.467452,1.7741449,1.7741449,physical anthropology,0.00016777629634024695,0.0
-7.963121,-14.589304,-14.589304,private cloud computing infrastructure,0.00016777629634024695,0.0
-12.863087,4.4190674,4.4190674,continuity equation,0.00016777629634024695,0.0
-11.35236,-1.789037,-1.789037,sound localization,0.00016777629634024695,0.0
2.6532905,0.82020485,0.82020485,optiy,0.0002828923884904949,0.0
-12.517198,-0.80591804,-0.80591804,papilledema,0.00016777629634024695,0.0
0.54671663,-7.828966,-7.828966,goldman equation,0.00016777629634024695,0.0
6.3712764,1.5688797,1.5688797,audiology,0.00016777629634024695,0.0
10.330028,6.455385,6.455385,mimpathy,0.00016777629634024695,0.0
-2.0090787,11.7640705,11.7640705,microbarom,0.00033457763562049793,0.0
6.437312,-9.175369,-9.175369,lifelong learning,0.00016777629634024695,0.0
-13.057092,0.3817446,0.3817446,acute visual loss,0.00016777629634024695,0.0
8.256791,-11.4642725,-11.4642725,orch-or,0.00016777629634024695,0.0
-11.861429,8.505132,8.505132,photic sneeze reflex,0.00016777629634024695,0.0
-1.2558254,10.604201,10.604201,proximity analysis,0.00016777629634024695,0.0
7.39769,1.5569268,1.5569268,epigenetics in psychology,0.00016777629634024695,0.0
6.7951355,11.693564,11.693564,mirrored-self misidentification,0.00016777629634024695,0.0
11.487478,1.5483023,1.5483023,shadow (psychology),0.00016052259344559867,0.0
14.768949,1.8251957,1.8251957,pig intelligence,0.00016052259344559867,0.0
-15.486683,-1.3892128,-1.3892128,camera operator,0.00016052259344559867,0.0
-10.378827,6.2206306,6.2206306,tensor derivative,0.00016052259344559867,0.0
-0.16842997,-3.1277447,-3.1277447,phase-locked loop,0.00016052259344559867,0.0
-1.3383656,-1.0980983,-1.0980983,method of loci,0.00017189343990285313,0.0
-6.967231,-1.1278746,-1.1278746,tiled rendering,0.00017189343990285313,0.0
15.151813,-0.38890418,-0.38890418,thomas nagel,0.00017189343990285313,0.0
3.5144043,-1.3756093,-1.3756093,catatonia,0.00016498095222435612,0.0
-8.717266,15.621046,15.621046,accessory abducens nucleus,0.00016498095222435612,0.0
9.495767,-2.9654214,-2.9654214,neuroconstructivism,0.00016498095222435612,0.0
-6.9348807,-8.757977,-8.757977,dacast,0.00016498095222435612,0.0
6.3751564,-9.058586,-9.058586,hallmarks of aging,0.00016498095222435612,0.0
3.1364977,4.6691904,4.6691904,python (programming language),0.00016498095222435612,0.0
0.6537121,-0.06391649,-0.06391649,central composite design,0.00016498095222435612,0.0
-9.804364,-5.080835,-5.080835,optical physics,0.00016498095222435612,0.0
11.851168,-9.945531,-9.945531,attention schema theory,0.00016498095222435612,0.0
7.416921,13.148334,13.148334,temporal lobe epilepsy,0.00016498095222435612,0.0
1.5004305,-1.8361956,-1.8361956,body transfer illusion,0.00016145332835924454,0.0
-0.39887586,-1.7895114,-1.7895114,vibration theory of olfaction,0.00016145332835924454,0.0
10.452476,8.501488,8.501488,sensemaking,0.00016145332835924454,0.0
10.216013,-11.079466,-11.079466,mind uploading,0.00027471013429690157,0.0
-0.39714763,6.9842176,6.9842176,data mining,0.00016145332835924454,0.0
-5.015241,2.8116176,2.8116176,language processing in the brain,0.00016145332835924454,0.0
10.699062,2.8956323,2.8956323,all india institute of speech and hearing,0.00016145332835924454,0.0
9.663458,13.0731945,13.0731945,amygdala hijack,0.00016145332835924454,0.0
10.454655,-3.714368,-3.714368,plant cognition,0.0002382420198905784,0.0
13.063285,4.518303,4.518303,language development,0.00016145332835924454,0.0
-2.6442544,1.3736556,1.3736556,signage,0.00017149987197272138,0.0
-10.617031,9.590395,9.590395,eyepatch,0.00017149987197272138,0.0
12.184555,3.7334607,3.7334607,biolinguistics,0.00017149987197272138,0.0
0.2957587,3.781386,3.781386,variogram,0.00017149987197272138,0.0
-11.507463,-10.884634,-10.884634,wave equation,0.00017149987197272138,0.0
12.9361105,4.5269103,4.5269103,language acquisition,0.00017149987197272138,0.0
-4.358614,-10.271545,-10.271545,e-textiles,0.00017149987197272138,0.0
-4.0459404,-8.29183,-8.29183,shooting of jamarion robinson,0.00017149987197272138,0.0
-4.711641,1.8138561,1.8138561,space frame,0.00017149987197272138,0.0
-13.636139,-8.198638,-8.198638,text entry interface,0.00017149987197272138,0.0
-18.152554,5.171869,5.171869,eye movement in language reading,0.00017149987197272138,0.0
18.572264,-2.434283,-2.434283,intention,0.00017149987197272138,0.0
-8.84558,-0.40304896,-0.40304896,g space,0.00017149987197272138,0.0
-0.4729746,-2.4362636,-2.4362636,visual music,0.00017149987197272138,0.0
-2.9715626,2.9872024,2.9872024,imprecise probability,0.00017149987197272138,0.0
-2.1568391,-14.451791,-14.451791,event sampling methodology,0.00015054463175711674,0.0
0.7390619,3.5138776,3.5138776,radial basis function interpolation,0.0002471399455393078,0.0
5.598263,-5.6099577,-5.6099577,stephen grossberg,0.00015054463175711674,0.0
12.490297,1.0465753,1.0465753,schema (psychology),0.00015054463175711674,0.0
12.727114,3.2225475,3.2225475,cooperative eye hypothesis,0.00015054463175711674,0.0
-9.241757,-0.78500587,-0.78500587,brain implant,0.00015054463175711674,0.0
-4.421135,4.2533536,4.2533536,beta movement,0.00015054463175711674,0.0
2.4645314,-16.209513,-16.209513,digital live art,0.0002497842629793632,0.0
-10.640342,-9.423451,-9.423451,oliver heaviside,0.00015054463175711674,0.0
-0.44888243,3.6530316,3.6530316,bayesian inference,0.00015054463175711674,0.0
-8.90309,-6.53639,-6.53639,swig,0.00014395329241837288,0.0
1.2427971,-14.384682,-14.384682,body modification,0.00017320907878700151,0.0
-12.180461,-0.6324202,-0.6324202,beetlecam,0.00017320907878700151,0.0
-0.19488986,-2.0946486,-2.0946486,fantasy prone personality,0.00017320907878700151,0.0
1.9808888,-11.188363,-11.188363,cognitive advantages of bilingualism,0.00017320907878700151,0.0
-16.364096,-4.496928,-4.496928,community alliance for the ethical treatment of youth,0.00017320907878700151,0.0
8.272793,11.295767,11.295767,human spirit,0.00017320907878700151,0.0
-8.568608,-16.267633,-16.267633,polygonal modeling,0.00015219752822641006,0.0
-10.190875,4.7302585,4.7302585,directional derivative,0.00015219752822641006,0.0
1.1323674,-2.0297122,-2.0297122,phantom limb,0.00015219752822641006,0.0
-0.8951426,10.902093,10.902093,standard-dynamic-range video,0.00015219752822641006,0.0
10.440421,3.0039675,3.0039675,oral myology,0.00015219752822641006,0.0
12.425514,3.8715389,3.8715389,generative anthropology,0.00015219752822641006,0.0
11.295919,5.0000196,5.0000196,naturalistic decision-making,0.00015219752822641006,0.0
9.048702,-10.7633,-10.7633,artificial general intelligence,0.00015219752822641006,0.0
-7.7959514,-9.826378,-9.826378,object file,0.00015219752822641006,0.0
-0.532067,-5.733682,-5.733682,drosophila connectome,0.00015219752822641006,0.0
-14.842324,-7.3777795,-7.3777795,walkability,0.00022937789093206202,0.0
14.414432,3.98161,3.98161,autopoiesis,0.00015219752822641006,0.0
14.813459,-5.975946,-5.975946,parallel computing,0.00015219752822641006,0.0
8.426787,13.101731,13.101731,self-efficacy,0.00015219752822641006,0.0
11.102701,-9.915322,-9.915322,kismet (robot),0.00015219752822641006,0.0
0.1850436,11.716267,11.716267,evolution of color vision in primates,0.00015219752822641006,0.0
5.892102,2.1831682,2.1831682,noise health effects,0.00015219752822641006,0.0
-10.659347,-9.2170105,-9.2170105,larmor formula,0.00015219752822641006,0.0
5.676826,-10.205599,-10.205599,proctalgia fugax,0.00013708519197412532,0.0
17.554836,9.025981,9.025981,simple (philosophy),0.00013708519197412532,0.0
7.2982154,-2.025267,-2.025267,neuropsychoanalysis,0.00017189343990285313,0.0
-13.431856,-8.797489,-8.797489,transportable applications environment,0.00017189343990285313,0.0
5.4454494,3.1535695,3.1535695,neurochemistry,0.00017189343990285313,0.0
-10.914784,-11.220609,-11.220609,holography,0.00019439789362618142,0.0
12.87352,-3.7490962,-3.7490962,evolutionary developmental psychology,0.0004026177755919562,0.0
1.8392379,-10.791155,-10.791155,sense,0.00021519341169560038,0.0
-2.0097098,2.4523728,2.4523728,syndrome of subjective doubles,0.00022726493894028216,0.0
-15.604062,-5.8091507,-5.8091507,transgenerational design,0.0007685946293058387,0.0
2.458075,-16.301756,-16.301756,mindfulness and technology,0.000751693568139034,0.0
-8.055812,0.091625534,0.091625534,compaction simulation,0.00117500636103224,0.0
12.657727,4.1763115,4.1763115,origins of society,0.001478667551382633,0.0
-15.196858,-6.7559743,-6.7559743,timeline of disability rights in the united states,0.000979144551864088,0.0
1.8250052,0.17381562,0.17381562,affect (psychology),0.0008747756721187392,0.0
0.48737496,-1.2971662,-1.2971662,polynomial interpolation,0.0011307519490515868,0.0
-2.0226676,8.460719,8.460719,camouflage,0.00012227935778362438,0.0
4.6750207,-0.3341475,-0.3341475,monte carlo method,0.0010407757914521214,0.0
-0.3841764,4.7999616,4.7999616,prior knowledge for pattern recognition,0.0003506298885787474,0.0
-8.071395,11.14209,11.14209,mandelbaum effect,0.00025029122507434353,0.0
8.562333,11.291712,11.291712,persona (psychology),0.0015786579701770433,0.0
8.086685,-5.764197,-5.764197,hallucinogen persisting perception disorder,0.00012227935778362438,0.0
0.361932,-10.577633,-10.577633,real-time computing,0.001115885001270535,0.0
16.092457,3.3105056,3.3105056,perspectivism,0.0013078969543789717,0.0
-0.8554934,8.914983,8.914983,yanny or laurel,0.001069959284507901,0.0
-17.68278,4.4875426,4.4875426,computer processing of body language,0.00012227935778362438,0.0
8.811466,5.258716,5.258716,avatar course,0.0001548138746976874,0.0
-14.830008,4.3977485,4.3977485,visual field,0.0001548138746976874,0.0
-3.3548455,-14.075171,-14.075171,bullet journal,0.0001694800283623477,0.0
-2.1316319,-14.451189,-14.451189,ambulatory assessment,0.0001694800283623477,0.0
-6.513876,-11.244794,-11.244794,fourth industrial revolution,0.0001694800283623477,0.0
-4.6662474,-10.495787,-10.495787,open-source computing hardware,0.0001694800283623477,0.0
0.008945676,-2.0756013,-2.0756013,ideasthesia,0.0001694800283623477,0.0
-1.0506752,11.010144,11.010144,geoinformatics,0.0001694800283623477,0.0
10.6875725,2.8694305,2.8694305,speech acquisition,0.0001694800283623477,0.0
-0.0071695233,-10.716913,-10.716913,computer simulation,0.0001694800283623477,0.0
6.989014,0.79111814,0.79111814,behavioral neurology,0.0001694800283623477,0.0
-0.9779868,-7.530489,-7.530489,scoring algorithm,0.0001694800283623477,0.0
-7.6948953,-8.430725,-8.430725,the final cut (2004 film),0.0001694800283623477,0.0
-7.1883426,16.118608,16.118608,eyelid,0.0001694800283623477,0.0
-17.673962,4.71654,4.71654,microsaccade,0.0001694800283623477,0.0
-9.911234,15.354755,15.354755,united states eye injury registry,0.0001694800283623477,0.0
-7.8104033,-11.860018,-11.860018,behavioral targeting,0.0001694800283623477,0.0
-7.3520355,-8.471982,-8.471982,the invention of morel,0.00017110974621972497,0.0
-3.7427754,19.187443,19.187443,mellin transform,0.00017110974621972497,0.0
1.7280898,2.8290393,2.8290393,odds algorithm,0.00016251919737336875,0.0
-8.014098,-15.702313,-15.702313,virtual private cloud,0.00016251919737336875,0.0
-3.5493102,-13.8026085,-13.8026085,fake memoir,0.00016251919737336875,0.0
12.597009,-4.3511877,-4.3511877,emergent materialism,0.00016251919737336875,0.0
7.440313,9.654289,9.654289,chunking (psychology),0.00016251919737336875,0.0
-10.705834,-5.4174914,-5.4174914,finite-difference time-domain,0.00016251919737336875,0.0
3.906569,8.306141,8.306141,milgram experiment,0.00016251919737336875,0.0
-9.126737,-3.776319,-3.776319,discrete dipole approximation,0.00016251919737336875,0.0
-7.0481067,-8.004353,-8.004353,tinychat,0.00016251919737336875,0.0
-2.7762594,8.430685,8.430685,ebbinghaus illusion,0.00016251919737336875,0.0
-1.2364405,-5.5555224,-5.5555224,numerical methods for ordinary differential equations,0.00016251919737336875,0.0
0.3256885,0.0596274,0.0596274,profiling (computer programming),0.00016251919737336875,0.0
-7.002704,2.817531,2.817531,tv gateway,0.00016251919737336875,0.0
-9.708652,-1.635621,-1.635621,physics engine,0.00016251919737336875,0.0
5.4548607,4.083529,4.083529,learning cycle,0.00016251919737336875,0.0
-6.2286463,1.4904331,1.4904331,flexibility method,0.00026640296293520656,0.0
11.375111,0.20912358,0.20912358,r/k selection theory,0.00016251919737336875,0.0
-0.34933814,9.160553,9.160553,geospatial intelligence,0.0015520511195889972,0.0
-3.3896303,5.89322,5.89322,screw (simple machine),0.0008147022066771115,0.0
-2.009021,19.309204,19.309204,center for the advancement of science in space,0.00014064323856852418,0.0
-7.6833773,11.071375,11.071375,negative relative accommodation,0.0004462121990176589,0.0
7.098095,17.078556,17.078556,smart city,0.00014064323856852418,0.0
3.3369117,-0.50038034,-0.50038034,jack kiefer (mathematician),0.0004323370327085406,0.0
-9.831907,-5.137196,-5.137196,fourier optics,0.001180161507467116,0.0
-14.110266,-6.540742,-6.540742,knowbility,0.00028550255470937807,0.0
14.909048,-5.4321856,-5.4321856,left-brain interpreter,0.0009321921990702478,0.0
-5.7182374,2.2584863,2.2584863,two-streams hypothesis,0.0002528467336388018,0.0
-2.1071599,1.2392942,1.2392942,sequential minimal optimization,0.00014064323856852418,0.0
-4.737189,-11.396715,-11.396715,dymaxion car,0.00014064323856852418,0.0
5.556636,4.369987,4.369987,united states army strategist,0.00014064323856852418,0.0
6.3887815,15.2133045,15.2133045,c1 and p1 (neuroscience),0.00101781218730311,0.0
-11.001363,6.354414,6.354414,gravity,0.00014064323856852418,0.0
-7.4378247,-8.53375,-8.53375,blogtv,0.0011142384882883573,0.0
1.5749406,4.704999,4.704999,figure–ground (perception),0.00014064323856852418,0.0
-6.8541365,-0.91921175,-0.91921175,geometric feature learning,0.0008781647004672069,0.0
-16.511236,-4.9801607,-4.9801607,reasonable accommodation,0.00014064323856852418,0.0
-6.0104227,3.786854,3.786854,blue,0.0008781647004672069,0.0
-12.0195,-3.2014015,-3.2014015,teledeltos,0.0003392269002658482,0.0
11.374831,-2.826444,-2.826444,epiphenomenalism,0.00014995032181935875,0.0
9.019738,-4.5334015,-4.5334015,where mathematics comes from,0.00014995032181935875,0.0
-2.5079935,12.289208,12.289208,havana syndrome,0.00014995032181935875,0.0
7.478282,8.1064625,8.1064625,relational mobility,0.00023743531133511094,0.0
-3.3842177,1.2002542,1.2002542,weibull distribution,0.00014995032181935875,0.0
-5.0590935,1.83428,1.83428,linear elasticity,0.00024185921708822232,0.0
-9.553104,2.613689,2.613689,interest point detection,0.00014995032181935875,0.0
1.4792413,-13.879516,-13.879516,biohappiness,0.0004183127524518837,0.0
-2.1843565,-0.78570914,-0.78570914,repertory grid,0.007975449443239722,0.0
4.1447496,-8.823167,-8.823167,psychedelic drug,0.00137295740812286,0.0
12.521439,-2.5741327,-2.5741327,substance dualism,0.0046354689875094945,0.0
-16.470144,-5.026235,-5.026235,social model of disability,0.00035228794014448755,0.0
5.494125,-0.20534779,-0.20534779,postcognitivism,0.00013333075797279588,0.0
11.926072,-11.85058,-11.85058,cortical dysplasia,0.00030869041462494487,0.0
7.708653,9.262612,9.262612,semantic technology,0.00013333075797279588,0.0
-12.542527,0.46695703,0.46695703,image sensor,0.0001458835629541832,0.0
8.43223,13.159192,13.159192,self-regulated learning,0.0001458835629541832,0.0
-13.123718,-0.11063945,-0.11063945,world blind union,0.0014940657226750623,0.0
-2.4462516,12.068751,12.068751,subcontrabass tuba,0.0006873598386406078,0.0
7.178839,0.0976406,0.0976406,psycholinguistics,0.005508732117794301,0.0
8.902305,-3.0602136,-3.0602136,embodied phenomenology,0.0005920886910357182,0.0
18.569632,-0.5745942,-0.5745942,inductive reasoning,0.0008356254985461883,0.0
-16.43497,-4.9277406,-4.9277406,fat acceptance movement,0.000293800851552345,0.0
6.676587,9.742307,9.742307,cdr computerized assessment system,0.0004053755572799211,0.0
-13.371926,2.5872576,2.5872576,cell,0.0001458835629541832,0.0
2.513758,-16.184856,-16.184856,captcha,0.0001730579929639467,0.0
-10.347494,6.0951343,6.0951343,tensor product of modules,0.0001730579929639467,0.0
1.5253766,7.905891,7.905891,augusto garau,0.0001730579929639467,0.0
-2.5628982,-14.36301,-14.36301,diary studies,0.0001730579929639467,0.0
-12.195221,4.8754153,4.8754153,horn–schunck method,0.0001730579929639467,0.0
11.186394,7.2119417,7.2119417,david reimer,0.00024111338425593593,0.0
1.1203389,-4.6342316,-4.6342316,hybrid intelligent system,0.00017424479393467028,0.0
-0.84276557,-5.1026125,-5.1026125,fiduciary marker,0.00017424479393467028,0.0
-13.914613,3.3661122,3.3661122,strabism,0.00017424479393467028,0.0
0.91955554,3.883324,3.883324,smoothing,0.00017424479393467028,0.0
-2.9483495,19.132544,19.132544,conjugate fourier series,0.00017424479393467028,0.0
1.4187269,7.467545,7.467545,school of brentano,0.00017424479393467028,0.0
-7.073809,2.8903432,2.8903432,digital video recorder,0.00017424479393467028,0.0
-4.736846,-4.66255,-4.66255,gilbreath's conjecture,0.00017424479393467028,0.0
-7.423356,-9.959806,-9.959806,linker (computing),0.00017424479393467028,0.0
15.252981,0.19838737,0.19838737,knowledge argument,0.00017424479393467028,0.0
-12.693697,-5.6822834,-5.6822834,american physical society,0.00017424479393467028,0.0
10.670827,5.5946455,5.5946455,identification (psychology),0.00017424479393467028,0.0
1.7086248,-14.60711,-14.60711,technological singularity,0.00017424479393467028,0.0
8.007252,-11.785983,-11.785983,emotional choice theory,0.00017424479393467028,0.0
-7.113909,16.855553,16.855553,iris (anatomy),0.00017424479393467028,0.0
